speaker,text,split
Ross Geller,"My way?! You-you think this is my way? Believe me, of all the ways I ever imagined this moment in my life being, this is not my way- y'know what? Uh, um, this is too hard. I'm not, I can't do-",train
Ross Geller,"You- uh- y'know what, I'm gonna go. I don't- I don't think I can be involved in this particular thing right now.",train
Ross Geller,Oh my God.,train
Ross Geller,Well? Isn't that amazing?,train
Joey Tribbiani,What are we supposed to be seeing here?,train
Chandler Bing,"I dunno, but.. I think it's about to attack the Enterprise.",train
Phoebe Buffay,"You know, if you tilt your head to the left, and relax your eyes, it kinda looks like an old potato.",train
Ross Geller,"Then don't do that, alright?",train
Phoebe Buffay,Okay!,train
Ross Geller,Monica. Whaddya think?,train
Monica Geller,Mm-hmm.,train
Ross Geller,Wh- are you welling up?,train
Monica Geller,No.,train
Ross Geller,"You are, you're welling up.",train
Monica Geller,Am not!,train
Ross Geller,You're gonna be an aunt.,train
Monica Geller,Oh shut up!,train
Rachel Green,"Hi, Mindy. Hi, it-it's Rachel. Yeah, I'm fine. I-I saw Barry today. Oh, yeah, yeah he-he told me. No, no, it's okay. I hope you two are very happy, I really do. Oh, oh, and Mind, y'know, if-if everything works out, and you guys end up getting married and having kids- and everything- I just hope they have his old hairline and your old nose. Okay, I know it was a cheap shot, but I feel so much better now.",train
Phoebe Buffay,Hi guys!,train
Ross Geller,"Hey. Oh, oh, how'd it go?",train
Phoebe Buffay,"Um, not so good. He walked me to the subway and said 'We should do this again!'",train
Rachel Green,"What? He said 'we should do it again', that's good, right?",train
Monica Geller,"Uh, no. Loosely translated 'We should do this again' means 'You will never see me naked'.",train
Rachel Green,Since when?,train
Joey Tribbiani,"Since always. It's like dating language. Y'know, like 'It's not you' means 'It is you'.",train
Chandler Bing,Or 'You're such a nice guy' means 'I'm gonna be dating leather-wearing alcoholics and complaining about them to you'.,train
Phoebe Buffay,"Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha, I already am'.",train
Rachel Green,And everybody knows this?,train
Joey Tribbiani,Yeah. Cushions the blow.,train
Chandler Bing,"Yeah, it's like when you're a kid, and your parents put your dog to sleep, and they tell you it went off to live on some farm.",train
Ross Geller,"That's funny, that, no, because, uh, our parents actually did, uh, send our dog off to live on a farm.",train
Monica Geller,"Uh, Ross.",train
Ross Geller,"What? Wh- hello? The Millners' farm in Connecticut? The Millners, they had this unbelievable farm, they had horses, and, and rabbits that he could chase and it was- it w- .....Oh my God, Chi Chi!",train
Chandler Bing,"""So how does it feel knowing you're about to die?""",train
Joey Tribbiani,"""Warden, in five minutes my pain will be over. But you'll have to live with the knowledge that you sent an honest man to die.""",train
Chandler Bing,"Hey, that was really good!",train
Joey Tribbiani,Thanks! Let's keep going.,train
Chandler Bing,"Okay. ""So. Whaddya want from me, Damone, huh?""",train
Joey Tribbiani,"""I just wanna go back to my cell. 'Cause in my cell, I can smoke.""",train
Chandler Bing,"""Smoke away.""",train
Chandler Bing,I think this is probably why Damone smokes in his cell alone.,train
Joey Tribbiani,What?,train
Chandler Bing,Relax your hand!,train
Chandler Bing,Not so much!,train
Joey Tribbiani,Whoah!,train
Chandler Bing,Hey!,train
Joey Tribbiani,Hey!,train
Chandler Bing,"Alright, now try taking a puff.",train
Chandler Bing,Alright.. okay. No. Give it to me.,train
Joey Tribbiani,"No no no, I am not giving you a cigarette.",train
Chandler Bing,"It's fine, it's fine. Look, do you wanna get this part, or not? Here.",train
Chandler Bing,"Don't think of it as a cigarette. Think of it as the thing that's been missing from your hand. When you're holding it, you feel right. You feel complete.",train
Joey Tribbiani,Y'miss it?,train
Chandler Bing,"Nah, not so much. Alright, now we smoke. Oh.. my.. God.",train
Monica Geller,"No, no, no. They say it's the same as the distance from the tip of a guy's thumb to the tip of his index finger.",train
Joey Tribbiani,That's ridiculous!,train
Ross Geller,Can I use.. either thumb?,train
Rachel Green,"Alright, don't tell me, don't tell me! Decaf cappucino for Joey.. Coffee black.. Late.. And an iced tea. I'm getting pretty good at this!",train
Rachel Green,Good for me!,train
Joey Tribbiani,"Y'okay, Phoebe?",train
Phoebe Buffay,"Yeah- no- I'm just- it's, I haven't worked- It's my bank.",train
Monica Geller,What did they do to you?,train
Phoebe Buffay,"It's nothing, it's just- Okay. I'm going through my mail, and I open up their monthly, you know, STATEMENT-",train
Ross Geller,Easy.,train
Phoebe Buffay,- and there's five hundred extra dollars in my account.,train
Chandler Bing,"Oh, Satan's minions at work again...",train
Phoebe Buffay,"Yes, 'cause now I have to go down there, and deal with them.",train
Joey Tribbiani,What are you talking about? Keep it!,train
Phoebe Buffay,"It's not mine, I didn't earn it, if I kept it, it would be like stealing.",train
Rachel Green,"Yeah, but if you spent it, it would be like shopping!",train
Phoebe Buffay,"Okay. Okay, let's say I bought a really great pair of shoes. Do you know what I'd hear, with every step I took? 'Not-mine. Not-mine. Not-mine.' And even if I was happy, okay, and, and skipping- 'Not-not-mine, not-not-mine, not-not-mine, not-not-mine'...",train
Monica Geller,We're with you. We got it.,train
Phoebe Buffay,Okay. I'd- just- I'd never be able to enjoy it. It would be like this giant karmic debt.,train
Rachel Green,"Chandler, what are you doing?",train
Monica Geller,Hey. Whaddya doing?,train
Ross Geller,What is this?!,train
Chandler Bing,"I'm smoking. I'm smoking, I'm smoking.",train
Phoebe Buffay,"Oh, I can't believe you! You've been so good, for three years!",train
Chandler Bing,And this- is my reward!,train
Ross Geller,"Hold on a second, alright? Just think about what you went through the last time you quit.",train
Chandler Bing,"Okay, so this time I won't quit!",train
Chandler Bing,"All right! I'm putting it out, I'm putting it out.",train
Phoebe Buffay,"Oh, no! I- I can't drink this now!",train
Monica Geller,"Alright. I'm gonna go change, I've got a date.",train
Rachel Green,This Alan again? How's it goin'?,train
Monica Geller,"'S'going pretty good, y'know? It's nice, and, we're having fun.",train
Joey Tribbiani,So when do we get to meet the guy?,train
Monica Geller,"Let's see, today's Monday... Never.",train
Monica Geller,No. Not after what happened with Steve.,train
Chandler Bing,What are you talking about? We love Schhteve! Schhteve was schhexy!.. Sorry.,train
Monica Geller,"Look, I don't even know how I feel about him yet. Just give me a chance to figure that out.",train
Rachel Green,"Well, then can we meet him?",train
Monica Geller,Nope. Schhorry.,train
Monica Geller,"I mean, why should I let them meet him? I mean, I bring a guy home, and within five minutes they're all over him. I mean, they're like- coyotes, picking off the weak members of the herd.",train
Monica Geller,"I know. I just wish that once, I'd bring a guy home that they actually liked.",train
Joey Tribbiani,"Let it go, Ross.",train
Ross Geller,"Yeah, well, you didn't know Chi Chi.",train
Monica Geller,Do you all promise?,train
Monica Geller,Chandler? Do you promise to be good?,train
Joey Tribbiani,"You can come in, but your filter-tipped little buddy has to stay outside!",train
Ross Geller,"Hey, Pheebs.",train
Phoebe Buffay,"'Dear Ms. Buffay. Thank you for calling attention to our error. We have credited your account with five hundred dollars. We're sorry for the inconvenience, and hope you'll accept this- -football phone as our free gift.' Do you believe this?! Now I have a thousand dollars, and a football phone!",train
Rachel Green,What bank is this?,train
Monica Geller,Hey. It's him. Who is it?,train
Joey Tribbiani,Chandler! He's here!,train
Monica Geller,"Okay, please be good, please. Just remember how much you all like me.",train
Monica Geller,"Hi. Alan, this is everybody. Everybody, this is Alan.",train
Monica Geller,"Thanks. I'll call you tomorrow. Okay. Okay, let's let the Alan-bashing begin. Who's gonna take the first shot, hmm?",train
Monica Geller,C'mon!,train
Ross Geller,"...I'll go. Let's start with the way he kept picking at- no, I'm sorry, I can't do this, can't do this. We loved him.",train
Monica Geller,Wait a minute! We're talking about someone that I'm going out with?,train
Rachel Green,And did you notice...?,train
Joey Tribbiani,Know what was great? The way his smile was kinda crooked.,train
Phoebe Buffay,"Yes, yes! Like the man in the shoe!",train
Ross Geller,...What shoe?,train
Phoebe Buffay,"From the nursery rhyme. 'There was a crooked man, Who had a crooked smile, Who lived in a shoe, For a... while...'",train
Ross Geller,...So I think Alan will become the yardstick against which all future boyfriends will be measured.,train
Rachel Green,"What future boyfriends? Nono, I th- I think this could be, y'know, it.",train
Monica Geller,Really!,train
Chandler Bing,"Oh, yeah. I'd marry him just for his David Hasselhoff impression alone. You know I'm gonna be doing that at parties, right?",train
Ross Geller,"You know what I like most about him, though?",train
Ross Geller,The way he makes me feel about myself.,train
Monica Geller,Hi.. how was the game?,train
Ross Geller,Well..,train
Monica Geller,Fantastic! I have one question: How is that possible?,train
Joey Tribbiani,Alan.,train
Ross Geller,"He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",train
Rachel Green,"I mean, it-it was like, it was like he made us into a team.",train
Chandler Bing,"Yep, we sure showed those Hassidic jewellers a thing or two about softball..",train
Monica Geller,Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..,train
Ross Geller,What?,train
Monica Geller,"..I dunno, a little too Alan?",train
Rachel Green,"Well, no. That's impossible. You can never be too Alan.",train
Ross Geller,"Yeah, it's his, uh, innate Alan-ness that-that-that we adore.",train
Chandler Bing,I personally could have a gallon of Alan.,train
Phoebe Buffay,"Hey, Lizzie.",train
Phoebe Buffay,I brought you alphabet soup.,train
Phoebe Buffay,"Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you.",train
Phoebe Buffay,"No, but would you like a thousand dollars and a football phone?",train
Phoebe Buffay,I know.,train
Phoebe Buffay,"No, I want you to have it. I don't want it.",train
Phoebe Buffay,"Oh, that's fine, no.",train
Phoebe Buffay,"No. 'Cause you need that. No, it's okay, thanks.",train
Phoebe Buffay,"Okay, alright, you buy me a soda, and then we're even. Okay?",train
Phoebe Buffay,Okay.,train
Phoebe Buffay,"No, I'm fine.",train
Phoebe Buffay,Huh!,train
Ross Geller,A thumb?!,train
Phoebe Buffay,"I know! I know, I opened it up and there it was, just floating in there, like this tiny little hitch-hiker!",train
Chandler Bing,"Well, maybe it's a contest, y'know? Like, collect all five?",train
Phoebe Buffay,"Does, um, anyone wanna see?",train
Rachel Green,It's worse than the thumb!,train
Chandler Bing,"Hey, this is so unfair!",train
Monica Geller,"Oh, why is it unfair?",train
Chandler Bing,"So I have a flaw! Big deal! Like Joey's constant knuckle-cracking isn't annoying? And Ross, with his over-pronouncing every single word? And Monica, with that snort when she laughs? I mean, what the hell is that thing? ...I accept all those flaws, why can't you accept me for this?",train
